employee_id,job_type,invoice_amount,material_costs,request_date,start_date,completion_date,customer_id,customer_type,customer_postal_code,customer_satisfaction,employee_experience
j_75048a,complete_lawncare,1000,303,5/4/2022,5/19/2022,5/19/2022,c_4830ba,commercial,A1L,8,3
j_d8714,tree_pruning,510,119,6/7/2022,6/20/2022,6/21/2022,c_4830ba,commercial,A1L,7,6
j_7318a8,water_feature,5200,2999,6/28/2022,7/19/2022,7/24/2022,c_4830ba,commercial,A1L,1,1
j_85d0eb,basic_lawncare,320,93,3/27/2022,4/10/2022,4/11/2022,c_893818,residential,A1L,10,6
j_3d09e1,basic_lawncare,379.5,95,3/27/2022,5/2/2022,5/2/2022,c_893818,residential,A1L,9,4
j_893ec2,basic_lawncare,379.5,96,3/27/2022,5/2/2022,5/3/2022,c_893818,residential,A1L,10,5
j_229aa5,basic_lawncare,379.5,96,3/27/2022,5/24/2022,5/25/2022,c_893818,residential,A1L,8,3
j_f909d,basic_lawncare,379.5,92,3/27/2022,5/24/2022,5/25/2022,c_893818,residential,A1L,8,3
j_894e90,tree_pruning,320,88,5/26/2022,6/3/2022,6/4/2022,c_893818,residential,A1L,6,2
j_73c6a4,install_new_lawn,1520,1017,6/1/2022,6/12/2022,6/13/2022,c_893818,residential,A1L,8,1
j_6ef567,basic_lawncare,379.5,96,3/27/2022,6/15/2022,6/16/2022,c_893818,residential,A1L,2,5
j_48c419,basic_lawncare,368,91,3/27/2022,6/15/2022,6/16/2022,c_893818,residential,A1L,9,6
j_594ae3,basic_lawncare,379.5,96,3/27/2022,6/15/2022,6/16/2022,c_893818,residential,A1L,10,2
j_2c50c5,basic_lawncare,368,89,3/27/2022,6/15/2022,6/16/2022,c_893818,residential,A1L,4,1
j_588a86,basic_lawncare,368,92,3/27/2022,6/15/2022,6/16/2022,c_893818,residential,A1L,5,2
j_3b0bae,basic_lawncare,368,93,3/27/2022,7/7/2022,7/8/2022,c_893818,residential,A1L,6,4
j_ecbe3,basic_lawncare,330,92,7/17/2022,8/16/2022,8/17/2022,c_893818,residential,A1L,8,1
j_4b6d46,water_feature,4140,2033,7/18/2022,8/19/2022,8/26/2022,c_893818,residential,A1L,8,5
j_702692,install_new_lawn,1580,1068,9/27/2022,10/14/2022,10/15/2022,c_893818,residential,A1L,8,3
j_94dcb,tree_pruning,350,90,3/29/2022,4/11/2022,4/11/2022,c_7557c0,residential,A1G,10,6
j_3e0940,install_new_lawn,1730,1080,5/29/2022,6/6/2022,6/7/2022,c_7557c0,residential,A1G,8,2
j_4ac51e,basic_lawncare,350,93,6/13/2022,6/29/2022,6/29/2022,c_7557c0,residential,A1G,6,3
j_3cb521,garden_beds,600,210,6/28/2022,7/21/2022,7/22/2022,c_7557c0,residential,A1G,5,3
j_278616,water_feature,4240,2059,7/1/2022,7/27/2022,7/31/2022,c_7557c0,residential,A1G,6,3
j_32162c,garden_beds,590,214,7/9/2022,8/7/2022,8/8/2022,c_7557c0,residential,A1G,6,2
j_97a946,lawn_treatment,590,221,9/14/2022,10/9/2022,10/10/2022,c_7557c0,residential,A1G,8,6
j_4b3654,water_feature,4230,2111,3/15/2022,4/6/2022,4/12/2022,c_1ea896,residential,A1N,6,4
j_68dfb,complete_lawncare,680,236,4/17/2022,4/22/2022,4/23/2022,c_1ea896,residential,A1N,7,1
j_1d8760,spring_cleanup,500,126,4/30/2022,5/5/2022,5/7/2022,c_1ea896,residential,A1N,5,2
j_6d84b2,garden_landscaping,1530,533,5/7/2022,5/11/2022,5/14/2022,c_1ea896,residential,A1N,6,6
j_9b728,lawn_treatment,610,231,6/13/2022,6/29/2022,6/30/2022,c_1ea896,residential,A1N,5,4
j_7e7bf7,garden_beds,630,217,7/27/2022,8/30/2022,8/31/2022,c_1ea896,residential,A1N,10,5
j_708bb4,garden_beds,600,204,8/3/2022,9/5/2022,9/6/2022,c_1ea896,residential,A1N,10,5
j_389558,basic_lawncare,360,97,8/31/2022,10/2/2022,10/3/2022,c_1ea896,residential,A1N,10,1
j_60e6bd,lawn_treatment,620,239,10/26/2022,10/26/2022,10/28/2022,c_1ea896,residential,A1N,7,4
j_337dc8,basic_lawncare,480,124,3/28/2022,4/11/2022,4/12/2022,c_764e19,residential,A1K,6,1
j_326b9b,basic_lawncare,529,123,3/28/2022,5/3/2022,5/3/2022,c_764e19,residential,A1K,4,2
j_4a555d,basic_lawncare,540.5,124,3/28/2022,5/3/2022,5/4/2022,c_764e19,residential,A1K,9,2
j_466a0f,install_new_lawn,2440,1362,5/2/2022,5/6/2022,5/7/2022,c_764e19,residential,A1K,5,1
j_960363,basic_lawncare,529,121,3/28/2022,5/25/2022,5/26/2022,c_764e19,residential,A1K,6,4
j_1a002,basic_lawncare,529,121,3/28/2022,5/25/2022,5/26/2022,c_764e19,residential,A1K,4,4
j_c88b6,basic_lawncare,517.5,115,3/28/2022,5/25/2022,5/26/2022,c_764e19,residential,A1K,6,1
j_40055b,garden_beds,810,277,6/5/2022,6/15/2022,6/16/2022,c_764e19,residential,A1K,9,1
j_6ab87e,basic_lawncare,517.5,119,3/28/2022,6/16/2022,6/16/2022,c_764e19,residential,A1K,8,3
j_d4d14,basic_lawncare,529,124,3/28/2022,6/16/2022,6/16/2022,c_764e19,residential,A1K,6,3
j_5ceaf4,basic_lawncare,540.5,127,3/28/2022,6/16/2022,6/17/2022,c_764e19,residential,A1K,8,3
j_22caad,basic_lawncare,529,115,3/28/2022,6/16/2022,6/17/2022,c_764e19,residential,A1K,10,1
j_15119e,basic_lawncare,540.5,122,3/28/2022,7/8/2022,7/9/2022,c_764e19,residential,A1K,4,2
j_19e2ed,garden_beds,830,290,9/16/2022,10/9/2022,10/10/2022,c_764e19,residential,A1K,9,3
j_288bf9,tree_pruning,440,108,10/6/2022,10/17/2022,10/18/2022,c_764e19,residential,A1K,8,5
j_4bac4b,basic_lawncare,340,99,3/30/2022,4/12/2022,4/12/2022,c_32105e,residential,A1K,5,1
j_23f96f,spring_cleanup,460,125,4/1/2022,4/12/2022,4/13/2022,c_32105e,residential,A1K,3,2
j_4cc365,basic_lawncare,391,95,3/30/2022,5/3/2022,5/3/2022,c_32105e,residential,A1K,3,3
j_1d9790,basic_lawncare,402.5,95,3/30/2022,5/3/2022,5/3/2022,c_32105e,residential,A1K,10,2
j_1312c7,basic_lawncare,402.5,100,3/30/2022,5/3/2022,5/3/2022,c_32105e,residential,A1K,10,4
j_80e99f,basic_lawncare,391,97,3/30/2022,5/24/2022,5/24/2022,c_32105e,residential,A1K,10,3
j_6a3a0e,basic_lawncare,402.5,99,3/30/2022,5/24/2022,5/24/2022,c_32105e,residential,A1K,5,2
j_5c9756,basic_lawncare,391,97,3/30/2022,5/24/2022,5/25/2022,c_32105e,residential,A1K,4,4
j_50086b,garden_beds,570,208,5/25/2022,6/3/2022,6/4/2022,c_32105e,residential,A1K,5,2
j_958dc6,install_new_lawn,1600,1055,6/4/2022,6/14/2022,6/14/2022,c_32105e,residential,A1K,1,5
j_6f16bf,garden_beds,570,207,6/4/2022,6/14/2022,6/14/2022,c_32105e,residential,A1K,2,5
j_2ff129,basic_lawncare,391,92,3/30/2022,6/15/2022,6/15/2022,c_32105e,residential,A1K,8,3
j_231e33,garden_beds,590,222,6/9/2022,6/20/2022,6/20/2022,c_32105e,residential,A1K,10,1
j_3e410c,basic_lawncare,402.5,96,3/30/2022,7/6/2022,7/6/2022,c_32105e,residential,A1K,7,2
j_277b96,basic_lawncare,391,96,3/30/2022,7/6/2022,7/6/2022,c_32105e,residential,A1K,3,6
j_6a9fb7,basic_lawncare,391,94,3/30/2022,7/27/2022,7/27/2022,c_32105e,residential,A1K,4,5
j_310017,basic_lawncare,340,90,7/13/2022,8/17/2022,8/18/2022,c_32105e,residential,A1K,10,4
j_e67ef,retaining_wall,1490,566,3/22/2022,4/10/2022,4/13/2022,c_13b9ee,residential,A1C,1,4
j_11d9e4,install_new_lawn,490,495,5/12/2022,5/18/2022,5/19/2022,c_13b9ee,residential,A1C,5,3
j_4bd9b1,complete_lawncare,240,103,6/10/2022,6/22/2022,6/23/2022,c_13b9ee,residential,A1C,2,2
j_86210a,install_new_lawn,490,493,6/10/2022,6/23/2022,6/24/2022,c_13b9ee,residential,A1C,2,5
j_113af6,basic_lawncare,130,43,7/15/2022,8/13/2022,8/14/2022,c_13b9ee,residential,A1C,5,2
j_714317,garden_beds,210,93,8/20/2022,9/20/2022,9/21/2022,c_13b9ee,residential,A1C,8,3
j_530420,install_new_lawn,490,489,8/25/2022,9/27/2022,9/28/2022,c_13b9ee,residential,A1C,3,3
j_82984c,complete_lawncare,250,104,10/9/2022,10/17/2022,10/18/2022,c_13b9ee,residential,A1C,4,2
j_7d0ea2,garden_landscaping,1290,460,3/27/2022,4/11/2022,4/13/2022,c_7a74fd,residential,A1G,10,2
j_9021f3,basic_lawncare,320,86,5/8/2022,5/13/2022,5/14/2022,c_7a74fd,residential,A1G,7,4
j_7a411f,basic_lawncare,300,87,6/19/2022,7/8/2022,7/8/2022,c_7a74fd,residential,A1G,7,6
j_4c3661,lawn_treatment,520,209,6/24/2022,7/17/2022,7/18/2022,c_7a74fd,residential,A1G,9,6
j_734b86,garden_beds,500,176,7/15/2022,8/13/2022,8/14/2022,c_7a74fd,residential,A1G,10,6
j_80b8a8,garden_beds,520,197,7/18/2022,8/18/2022,8/19/2022,c_7a74fd,residential,A1G,10,3
j_8e664c,retaining_wall,2100,1144,8/13/2022,9/14/2022,9/17/2022,c_7a74fd,residential,A1G,3,4
j_790cc4,garden_landscaping,1540,515,3/29/2022,4/11/2022,4/13/2022,c_3a9af,residential,A1B,9,3
j_700d5e,spring_cleanup,510,130,4/13/2022,4/20/2022,4/21/2022,c_3a9af,residential,A1B,7,4
j_6d375e,basic_lawncare,370,100,5/4/2022,5/9/2022,5/10/2022,c_3a9af,residential,A1B,10,1
j_25956b,install_new_lawn,1810,1089,5/4/2022,5/9/2022,5/10/2022,c_3a9af,residential,A1B,5,5
j_794cc6,retaining_wall,2190,1253,7/11/2022,8/8/2022,8/10/2022,c_3a9af,residential,A1B,6,2
j_5b59eb,tree_pruning,360,93,8/20/2022,9/20/2022,9/20/2022,c_3a9af,residential,A1B,10,4
j_1cb715,retaining_wall,2240,1293,8/29/2022,9/30/2022,10/2/2022,c_3a9af,residential,A1B,4,6
j_617806,basic_lawncare,360,97,10/29/2022,10/29/2022,10/30/2022,c_3a9af,residential,A1B,7,6
j_8b1b5,garden_landscaping,950,373,3/29/2022,4/11/2022,4/13/2022,c_23bc33,residential,A1B,10,2
j_1ee5b3,install_new_lawn,980,757,4/19/2022,4/27/2022,4/27/2022,c_23bc33,residential,A1B,2,1
j_97ee5f,lawn_treatment,370,159,6/11/2022,6/26/2022,6/27/2022,c_23bc33,residential,A1B,4,5
j_88cc7,tree_pruning,230,64,6/29/2022,7/26/2022,7/26/2022,c_23bc33,residential,A1B,5,6
j_171f9,basic_lawncare,230,67,6/29/2022,7/26/2022,7/26/2022,c_23bc33,residential,A1B,3,4
j_5120a5,garden_beds,380,154,8/20/2022,9/20/2022,9/21/2022,c_23bc33,residential,A1B,8,1
j_8b30ca,tree_pruning,310,81,4/1/2022,4/13/2022,4/13/2022,c_14178d,residential,A1N,8,3
j_495f6d,spring_cleanup,430,110,4/27/2022,5/4/2022,5/5/2022,c_14178d,residential,A1N,7,4
j_7360ec,garden_landscaping,1340,479,5/31/2022,6/11/2022,6/13/2022,c_14178d,residential,A1N,8,1
j_92bcc3,spring_cleanup,430,117,6/5/2022,6/16/2022,6/17/2022,c_14178d,residential,A1N,1,4
j_67a00c,complete_lawncare,580,202,7/3/2022,7/29/2022,7/29/2022,c_14178d,residential,A1N,9,3
j_4dbe05,fall_planting,570,223,10/10/2022,10/19/2022,10/20/2022,c_14178d,residential,A1N,4,4
j_966337,complete_lawncare,590,204,10/26/2022,10/26/2022,10/26/2022,c_14178d,residential,A1N,8,5
j_8204f9,install_new_lawn,1450,1002,4/1/2022,4/12/2022,4/14/2022,c_935fcf,residential,A1L,7,6
j_83477c,water_feature,4050,1983,6/13/2022,6/29/2022,7/4/2022,c_935fcf,residential,A1L,6,5
j_7271d9,lawn_treatment,530,214,7/15/2022,8/14/2022,8/15/2022,c_935fcf,residential,A1L,10,1
j_57e9d5,garden_landscaping,1540,568,4/1/2022,4/13/2022,4/14/2022,c_94bb58,residential,A1M,3,3
j_85b64,spring_cleanup,500,135,4/9/2022,4/19/2022,4/20/2022,c_94bb58,residential,A1M,2,3
j_28476c,garden_beds,640,238,6/10/2022,6/23/2022,6/24/2022,c_94bb58,residential,A1M,9,6
j_818e5,garden_beds,610,215,6/11/2022,6/24/2022,6/25/2022,c_94bb58,residential,A1M,7,1
j_f6efe,garden_beds,630,238,7/30/2022,9/1/2022,9/2/2022,c_94bb58,residential,A1M,7,1
j_89e6bf,tree_pruning,350,93,9/14/2022,10/8/2022,10/8/2022,c_94bb58,residential,A1M,3,3
j_3aab6e,spring_cleanup,510,137,4/1/2022,4/13/2022,4/14/2022,c_388e97,residential,A1H,2,5
j_975b5d,complete_lawncare,700,230,5/2/2022,5/8/2022,5/9/2022,c_388e97,residential,A1H,5,5
j_cb925,install_new_lawn,1830,1122,6/15/2022,7/1/2022,7/2/2022,c_388e97,residential,A1H,7,2
j_950586,tree_pruning,360,94,9/19/2022,10/11/2022,10/11/2022,c_388e97,residential,A1H,4,5
j_229afb,fall_planting,700,259,10/19/2022,10/21/2022,10/23/2022,c_388e97,residential,A1H,7,4
j_6b79db,basic_lawncare,370,100,10/30/2022,10/31/2022,10/31/2022,c_388e97,residential,A1H,10,3
j_8e9ef9,tree_pruning,560,125,4/3/2022,4/14/2022,4/14/2022,c_7d6dbd,residential,A1L,9,3
j_10d189,complete_lawncare,1120,335,8/10/2022,9/12/2022,9/13/2022,c_7d6dbd,residential,A1L,7,2
j_2e0138,basic_lawncare,580,145,8/17/2022,10/4/2022,10/4/2022,c_7d6dbd,residential,A1L,10,3
j_12e4ce,complete_lawncare,1110,339,9/25/2022,10/25/2022,10/25/2022,c_7d6dbd,residential,A1L,5,5
j_8602ea,water_feature,4270,2062,3/30/2022,4/12/2022,4/15/2022,c_4ba1f,commercial,A1N,3,1
j_298c16,install_new_lawn,1750,1081,6/14/2022,7/1/2022,7/1/2022,c_4ba1f,commercial,A1N,7,1
j_4fe839,retaining_wall,2220,1284,7/8/2022,8/5/2022,8/7/2022,c_4ba1f,commercial,A1N,1,6
j_2ab6de,garden_landscaping,1500,531,10/9/2022,10/17/2022,10/19/2022,c_4ba1f,commercial,A1N,5,4
j_3cc5d3,tree_pruning,350,90,10/27/2022,10/27/2022,10/27/2022,c_4ba1f,commercial,A1N,6,3
j_d08af,basic_lawncare,500,127,4/2/2022,4/14/2022,4/15/2022,c_3e02b0,commercial,A1L,5,5
j_28034f,retaining_wall,2610,1666,5/5/2022,5/9/2022,5/12/2022,c_3e02b0,commercial,A1L,3,3
j_5a7160,water_feature,4740,2601,5/7/2022,5/11/2022,5/16/2022,c_3e02b0,commercial,A1L,1,2
j_36ed37,tree_pruning,490,116,5/8/2022,5/15/2022,5/16/2022,c_3e02b0,commercial,A1L,5,2
j_44e51c,basic_lawncare,520,135,5/12/2022,5/18/2022,5/19/2022,c_3e02b0,commercial,A1L,8,6
j_9361d7,lawn_treatment,900,306,6/13/2022,6/30/2022,7/2/2022,c_3e02b0,commercial,A1L,6,6
j_5dc821,garden_beds,950,306,7/12/2022,8/9/2022,8/11/2022,c_3e02b0,commercial,A1L,6,1
j_6b88e2,complete_lawncare,980,316,7/21/2022,8/23/2022,8/24/2022,c_3e02b0,commercial,A1L,5,1
j_667d6a,garden_beds,870,273,8/9/2022,9/12/2022,9/13/2022,c_3e02b0,commercial,A1L,10,4
j_7efa12,water_feature,5010,2830,8/22/2022,9/23/2022,9/29/2022,c_3e02b0,commercial,A1L,9,2
j_271896,tree_pruning,510,120,9/8/2022,10/5/2022,10/6/2022,c_3e02b0,commercial,A1L,10,1
j_657c40,garden_beds,890,276,9/9/2022,10/6/2022,10/7/2022,c_3e02b0,commercial,A1L,10,1
j_6de06a,basic_lawncare,520,135,9/29/2022,10/14/2022,10/15/2022,c_3e02b0,commercial,A1L,2,4
j_68a2cb,basic_lawncare,280,75,4/2/2022,4/14/2022,4/15/2022,c_1c270,residential,A1H,7,3
j_53eccd,garden_landscaping,1190,471,6/3/2022,6/14/2022,6/15/2022,c_1c270,residential,A1H,9,4
j_1a9f3b,garden_beds,480,181,6/17/2022,7/5/2022,7/6/2022,c_1c270,residential,A1H,4,3
j_65c4e5,water_feature,3940,1756,6/21/2022,7/11/2022,7/15/2022,c_1c270,residential,A1H,6,5
j_82a49d,retaining_wall,2000,1083,6/30/2022,7/26/2022,7/28/2022,c_1c270,residential,A1H,2,2
j_2ec3d8,lawn_treatment,470,188,7/23/2022,8/25/2022,8/26/2022,c_1c270,residential,A1H,6,6
j_6893f1,retaining_wall,1930,1001,10/5/2022,10/16/2022,10/19/2022,c_1c270,residential,A1H,1,5
j_48b103,tree_pruning,440,116,4/2/2022,4/14/2022,4/15/2022,c_d027c,residential,A1M,7,5
j_380a2b,basic_lawncare,440,115,6/1/2022,6/12/2022,6/13/2022,c_d027c,residential,A1M,4,2
j_ca1d1,basic_lawncare,450,114,6/12/2022,7/4/2022,7/5/2022,c_d027c,residential,A1M,10,6
j_796ef9,garden_beds,790,263,6/18/2022,7/7/2022,7/9/2022,c_d027c,residential,A1M,2,3
j_191d40,complete_lawncare,820,260,7/3/2022,7/28/2022,7/29/2022,c_d027c,residential,A1M,1,3
j_4558bc,garden_beds,770,259,7/7/2022,8/4/2022,8/6/2022,c_d027c,residential,A1M,6,6
j_39275e,tree_pruning,440,110,7/12/2022,8/9/2022,8/10/2022,c_d027c,residential,A1M,10,1
j_b51f0,tree_pruning,430,108,7/18/2022,8/19/2022,8/22/2022,c_d027c,residential,A1M,6,6
j_47d696,garden_beds,780,263,8/6/2022,9/8/2022,9/9/2022,c_d027c,residential,A1M,10,2
j_263422,lawn_treatment,760,271,8/8/2022,9/11/2022,9/13/2022,c_d027c,residential,A1M,8,4
j_4e22eb,tree_pruning,440,111,9/12/2022,10/7/2022,10/8/2022,c_d027c,residential,A1M,9,4
j_348070,tree_pruning,350,94,4/3/2022,4/14/2022,4/15/2022,c_2b1f64,residential,A1H,6,2
j_1d3eca,spring_cleanup,480,122,6/4/2022,6/14/2022,6/15/2022,c_2b1f64,residential,A1H,8,5
j_908a1e,install_new_lawn,1790,1115,6/6/2022,6/17/2022,6/18/2022,c_2b1f64,residential,A1H,7,2
j_6ff697,complete_lawncare,670,230,7/2/2022,7/28/2022,7/28/2022,c_2b1f64,residential,A1H,8,5
j_3ab86f,basic_lawncare,370,100,9/9/2022,10/6/2022,10/7/2022,c_2b1f64,residential,A1H,9,1
j_5baf8e,install_new_lawn,1440,959,4/4/2022,4/15/2022,4/15/2022,c_4c566,residential,A1A,9,1
j_22c093,spring_cleanup,420,106,5/11/2022,5/17/2022,5/17/2022,c_4c566,residential,A1A,3,4
j_78b214,garden_beds,550,204,6/13/2022,6/30/2022,7/1/2022,c_4c566,residential,A1A,7,4
j_36df7c,garden_beds,520,192,7/24/2022,8/27/2022,8/27/2022,c_4c566,residential,A1A,10,3
j_add9b,garden_beds,530,188,8/16/2022,9/18/2022,9/18/2022,c_4c566,residential,A1A,6,4
j_8efcd0,spring_cleanup,510,129,4/5/2022,4/15/2022,4/15/2022,c_5b557f,residential,A1A,4,3
j_3aee1e,basic_lawncare,370,94,4/21/2022,4/29/2022,4/29/2022,c_5b557f,residential,A1A,4,2
j_86a752,install_new_lawn,1890,1111,5/20/2022,5/29/2022,5/29/2022,c_5b557f,residential,A1A,8,1
j_33570c,install_new_lawn,1860,1091,6/17/2022,7/5/2022,7/5/2022,c_5b557f,residential,A1A,6,2
j_22f7e,tree_pruning,360,89,6/17/2022,7/7/2022,7/7/2022,c_5b557f,residential,A1A,5,2
j_22bf97,water_feature,4370,2144,7/4/2022,7/29/2022,7/31/2022,c_5b557f,residential,A1A,5,6
j_77dfdc,complete_lawncare,720,237,7/14/2022,8/13/2022,8/13/2022,c_5b557f,residential,A1A,5,4
j_390a87,garden_beds,650,221,7/20/2022,8/22/2022,8/22/2022,c_5b557f,residential,A1A,8,1
j_4cdf31,lawn_treatment,640,233,7/27/2022,8/30/2022,8/30/2022,c_5b557f,residential,A1A,5,2
j_63b85a,complete_lawncare,710,228,8/7/2022,9/10/2022,9/10/2022,c_5b557f,residential,A1A,7,3
j_10d5ec,install_new_lawn,1830,1077,8/25/2022,9/27/2022,9/27/2022,c_5b557f,residential,A1A,7,4
j_7b6fb5,retaining_wall,2340,1352,10/17/2022,10/20/2022,10/21/2022,c_5b557f,residential,A1A,1,6
j_6e8158,retaining_wall,2110,1163,4/2/2022,4/13/2022,4/16/2022,c_556050,residential,A1H,6,5
j_66646f,complete_lawncare,600,219,4/9/2022,4/18/2022,4/19/2022,c_556050,residential,A1H,3,1
j_398c23,retaining_wall,2130,1195,5/5/2022,5/10/2022,5/13/2022,c_556050,residential,A1H,1,5
j_3055e,garden_landscaping,1330,495,6/5/2022,6/16/2022,6/18/2022,c_556050,residential,A1H,10,6
j_35451,garden_landscaping,1330,499,6/11/2022,6/24/2022,6/27/2022,c_556050,residential,A1H,4,4
j_57659,lawn_treatment,540,209,6/25/2022,7/18/2022,7/20/2022,c_556050,residential,A1H,5,6
j_89d950,garden_landscaping,1340,494,8/31/2022,10/2/2022,10/4/2022,c_556050,residential,A1H,9,2
j_1061d3,tree_pruning,310,82,9/26/2022,10/14/2022,10/15/2022,c_556050,residential,A1H,2,5
j_8c2310,water_feature,3920,1793,4/4/2022,4/14/2022,4/18/2022,c_2f221b,residential,A1A,5,1
j_372e8f,install_new_lawn,1460,953,6/12/2022,6/29/2022,6/30/2022,c_2f221b,residential,A1A,2,2
j_6d8602,tree_pruning,300,80,7/9/2022,8/7/2022,8/8/2022,c_2f221b,residential,A1A,5,1
j_3a6870,garden_landscaping,1300,484,7/10/2022,8/8/2022,8/10/2022,c_2f221b,residential,A1A,10,6
j_984920,complete_lawncare,600,206,7/28/2022,8/31/2022,9/1/2022,c_2f221b,residential,A1A,6,3
j_a5dce,garden_landscaping,1370,511,4/5/2022,4/17/2022,4/18/2022,c_4850bd,residential,A1N,3,4
j_886f80,basic_lawncare,320,87,4/16/2022,4/21/2022,4/22/2022,c_4850bd,residential,A1N,3,3
j_38b65b,tree_pruning,310,82,4/18/2022,4/26/2022,4/27/2022,c_4850bd,residential,A1N,6,2
j_1cd52a,complete_lawncare,590,209,5/23/2022,6/2/2022,6/2/2022,c_4850bd,residential,A1N,4,3
j_2f94b1,garden_beds,530,192,5/30/2022,6/11/2022,6/12/2022,c_4850bd,residential,A1N,2,3
j_47b239,spring_cleanup,440,119,5/31/2022,6/11/2022,6/12/2022,c_4850bd,residential,A1N,1,3
j_355253,water_feature,4010,1822,6/7/2022,6/20/2022,6/23/2022,c_4850bd,residential,A1N,1,6
j_88fdc3,basic_lawncare,330,95,6/19/2022,7/8/2022,7/8/2022,c_4850bd,residential,A1N,6,4
j_689255,garden_beds,540,197,6/27/2022,7/19/2022,7/20/2022,c_4850bd,residential,A1N,7,4
j_3dfb29,install_new_lawn,1580,1062,8/11/2022,9/14/2022,9/14/2022,c_4850bd,residential,A1N,7,4
j_353c29,install_new_lawn,1610,1029,4/6/2022,4/17/2022,4/18/2022,c_6a310f,residential,A1A,10,6
j_239df7,spring_cleanup,450,118,5/17/2022,5/26/2022,5/27/2022,c_6a310f,residential,A1A,6,4
j_5272f1,basic_lawncare,330,94,5/25/2022,6/2/2022,6/3/2022,c_6a310f,residential,A1A,7,3
j_256a0d,tree_pruning,320,81,7/8/2022,8/5/2022,8/6/2022,c_6a310f,residential,A1A,8,4
j_6c629,retaining_wall,2140,1196,8/1/2022,9/4/2022,9/6/2022,c_6a310f,residential,A1A,8,1
j_79c5ed,garden_beds,540,182,8/17/2022,9/19/2022,9/20/2022,c_6a310f,residential,A1A,10,1
j_94557e,lawn_treatment,560,208,8/20/2022,9/20/2022,9/22/2022,c_6a310f,residential,A1A,7,3
j_895ec0,basic_lawncare,340,96,9/4/2022,10/3/2022,10/3/2022,c_6a310f,residential,A1A,10,5
j_28d3ea,garden_beds,590,216,9/6/2022,10/5/2022,10/6/2022,c_6a310f,residential,A1A,10,5
j_2afefa,complete_lawncare,610,215,10/1/2022,10/24/2022,10/24/2022,c_6a310f,residential,A1A,10,2
j_6c6469,spring_cleanup,370,104,4/8/2022,4/18/2022,4/18/2022,c_2f9bae,residential,A1N,1,3
j_8fe9bc,basic_lawncare,270,76,5/4/2022,5/9/2022,5/9/2022,c_2f9bae,residential,A1N,6,2
j_8b1fae,garden_beds,460,172,6/13/2022,6/30/2022,7/1/2022,c_2f9bae,residential,A1N,6,1
j_674d67,basic_lawncare,280,82,7/15/2022,8/14/2022,8/14/2022,c_2f9bae,residential,A1N,2,2
j_9421e5,garden_beds,460,178,7/17/2022,8/17/2022,8/18/2022,c_2f9bae,residential,A1N,5,5
j_346cac,basic_lawncare,270,78,8/22/2022,9/21/2022,9/21/2022,c_2f9bae,residential,A1N,7,5
j_64751a,basic_lawncare,330,90,4/7/2022,4/18/2022,4/19/2022,c_82f3e4,residential,A1B,6,3
j_2a70da,spring_cleanup,460,122,4/18/2022,4/26/2022,4/27/2022,c_82f3e4,residential,A1B,8,3
j_6173a2,garden_landscaping,1450,522,5/11/2022,5/18/2022,5/21/2022,c_82f3e4,residential,A1B,3,1
j_7a7de,basic_lawncare,330,94,6/3/2022,6/14/2022,6/15/2022,c_82f3e4,residential,A1B,4,4
j_7de313,install_new_lawn,1630,1042,6/14/2022,6/30/2022,7/1/2022,c_82f3e4,residential,A1B,8,6
j_49518a,lawn_treatment,560,214,6/14/2022,7/1/2022,7/2/2022,c_82f3e4,residential,A1B,9,4
j_6d04e9,garden_beds,570,200,6/19/2022,7/9/2022,7/10/2022,c_82f3e4,residential,A1B,2,6
j_7c02cf,basic_lawncare,330,91,7/11/2022,8/8/2022,8/9/2022,c_82f3e4,residential,A1B,9,3
j_2e57cc,garden_landscaping,1380,489,8/10/2022,9/14/2022,9/16/2022,c_82f3e4,residential,A1B,10,5
j_7acb95,lawn_treatment,560,213,10/24/2022,10/24/2022,10/25/2022,c_82f3e4,residential,A1B,10,4
j_636c39,install_new_lawn,1960,1157,4/8/2022,4/18/2022,4/19/2022,c_78f40a,residential,A1A,8,6
j_9842b8,garden_landscaping,1690,568,4/27/2022,5/4/2022,5/6/2022,c_78f40a,residential,A1A,10,3
j_452a38,complete_lawncare,720,236,5/7/2022,5/11/2022,5/12/2022,c_78f40a,residential,A1A,5,5
j_11245,garden_beds,670,222,6/5/2022,6/15/2022,6/16/2022,c_78f40a,residential,A1A,10,6
j_5b8d15,tree_pruning,360,94,6/7/2022,6/17/2022,6/17/2022,c_78f40a,residential,A1A,7,6
j_c65a6,garden_beds,670,225,6/11/2022,6/26/2022,6/27/2022,c_78f40a,residential,A1A,4,2
j_46aa0d,tree_pruning,370,91,6/20/2022,7/11/2022,7/12/2022,c_78f40a,residential,A1A,10,5
j_89b904,garden_beds,660,217,7/5/2022,8/1/2022,8/2/2022,c_78f40a,residential,A1A,10,2
j_907046,basic_lawncare,390,102,9/18/2022,10/11/2022,10/12/2022,c_78f40a,residential,A1A,10,5
j_96d1e0,tree_pruning,340,89,4/9/2022,4/18/2022,4/19/2022,c_86b6a,residential,A1H,7,1
j_632e0d,garden_beds,640,225,6/12/2022,6/27/2022,6/29/2022,c_86b6a,residential,A1H,9,4
j_4d1ae6,basic_lawncare,360,95,6/28/2022,7/21/2022,7/22/2022,c_86b6a,residential,A1H,10,6
